time_s,target_velocity_mps,actual_velocity_mps,error_mps,torque_nm,p_term_nm,i_term_nm,d_term_nm,integral,steering_deg
3.310,8.000,8.410,-0.410,2.036,-61.500,63.536,0.000,3.177,0.00
3.320,8.000,8.410,-0.410,1.954,-61.500,63.454,0.000,3.173,0.00
3.330,8.000,8.410,-0.410,1.872,-61.500,63.372,0.000,3.169,0.00
3.340,8.000,8.410,-0.410,1.790,-61.500,63.290,0.000,3.164,0.00
3.350,8.000,8.410,-0.410,1.708,-61.500,63.208,0.000,3.160,0.00
3.360,8.000,8.410,-0.410,1.626,-61.500,63.126,0.000,3.156,0.00
3.370,8.000,8.410,-0.410,1.544,-61.500,63.044,0.000,3.152,0.00
3.380,8.000,8.410,-0.410,1.462,-61.500,62.962,0.000,3.148,0.00
3.390,8.000,8.410,-0.410,1.380,-61.500,62.880,0.000,3.144,0.00
3.400,8.000,8.410,-0.410,1.298,-61.500,62.798,0.000,3.140,0.00
3.410,8.000,8.410,-0.410,1.216,-61.500,62.716,0.000,3.136,0.00
3.420,8.000,8.410,-0.410,1.134,-61.500,62.634,0.000,3.132,0.00
3.430,8.000,8.410,-0.410,1.052,-61.500,62.552,0.000,3.128,0.00
3.440,8.000,8.410,-0.410,0.970,-61.500,62.470,0.000,3.123,0.00
3.450,8.000,8.410,-0.410,0.888,-61.500,62.388,0.000,3.119,0.00
3.460,8.000,8.410,-0.410,0.806,-61.500,62.306,0.000,3.115,0.00
3.470,8.000,8.410,-0.410,0.724,-61.500,62.224,0.000,3.111,0.00
3.480,8.000,8.410,-0.410,0.642,-61.500,62.142,0.000,3.107,0.00
3.490,8.000,8.410,-0.410,0.560,-61.500,62.060,0.000,3.103,0.00
3.500,8.000,8.410,-0.410,0.478,-61.500,61.978,0.000,3.099,0.00
3.510,8.000,8.410,-0.410,0.396,-61.500,61.896,0.000,3.095,0.00
3.520,8.000,8.410,-0.410,0.314,-61.500,61.814,0.000,3.091,0.00
3.530,8.000,8.410,-0.410,0.232,-61.500,61.732,0.000,3.087,0.00
3.540,8.000,8.410,-0.410,0.150,-61.500,61.650,0.000,3.082,0.00
3.550,8.000,8.410,-0.410,0.068,-61.500,61.568,0.000,3.078,0.00
3.560,8.000,8.410,-0.410,-0.014,-61.500,61.486,0.000,3.074,0.00
3.570,8.000,8.410,-0.410,-0.096,-61.500,61.404,0.000,3.070,0.00
3.580,8.000,8.410,-0.410,-0.178,-61.500,61.322,0.000,3.066,0.00
3.590,8.000,8.410,-0.410,-0.260,-61.500,61.240,0.000,3.062,0.00
3.600,8.000,8.410,-0.410,-0.342,-61.500,61.158,0.000,3.058,0.00
3.610,8.000,8.410,-0.410,-0.424,-61.500,61.076,0.000,3.054,0.00
3.620,8.000,8.410,-0.410,-0.506,-61.500,60.994,0.000,3.050,0.00
3.630,8.000,8.410,-0.410,-0.588,-61.500,60.912,0.000,3.046,0.00
3.640,8.000,8.410,-0.410,-0.670,-61.500,60.830,0.000,3.041,0.00
3.650,8.000,8.410,-0.410,-0.752,-61.500,60.748,0.000,3.037,0.00
3.660,8.000,8.400,-0.400,10.668,-60.000,60.668,10.000,3.033,0.00
3.670,8.000,8.410,-0.410,-10.914,-61.500,60.586,-10.000,3.029,0.00
3.680,8.000,8.410,-0.410,-0.996,-61.500,60.504,0.000,3.025,0.00
3.690,8.000,8.400,-0.400,10.424,-60.000,60.424,10.000,3.021,0.00
3.700,8.000,8.400,-0.400,0.344,-60.000,60.344,0.000,3.017,0.00
3.710,8.000,8.400,-0.400,0.264,-60.000,60.264,0.000,3.013,0.00
3.720,8.000,8.400,-0.400,0.184,-60.000,60.184,0.000,3.009,0.00
3.730,8.000,8.400,-0.400,0.104,-60.000,60.104,0.000,3.005,0.00
3.740,8.000,8.400,-0.400,0.024,-60.000,60.024,0.000,3.001,0.00
3.750,8.000,8.400,-0.400,-0.056,-60.000,59.944,0.000,2.997,0.00
3.760,8.000,8.400,-0.400,-0.136,-60.000,59.864,0.000,2.993,0.00
3.770,8.000,8.400,-0.400,-0.216,-60.000,59.784,0.000,2.989,0.00
3.780,8.000,8.400,-0.400,-0.296,-60.000,59.704,0.000,2.985,0.00
3.790,8.000,8.400,-0.400,-0.376,-60.000,59.624,0.000,2.981,0.00
3.800,8.000,8.400,-0.400,-0.456,-60.000,59.544,0.000,2.977,0.00
3.810,8.000,8.400,-0.400,-0.536,-60.000,59.464,0.000,2.973,0.00
3.820,8.000,8.400,-0.400,-0.616,-60.000,59.384,0.000,2.969,0.00
3.830,8.000,8.400,-0.400,-0.696,-60.000,59.304,0.000,2.965,0.00
3.840,8.000,8.400,-0.400,-0.776,-60.000,59.224,0.000,2.961,0.00
3.850,8.000,8.400,-0.400,-0.856,-60.000,59.144,0.000,2.957,0.00
3.860,8.000,8.400,-0.400,-0.936,-60.000,59.064,0.000,2.953,0.00
3.870,8.000,8.400,-0.400,-1.016,-60.000,58.984,0.000,2.949,0.00
3.880,8.000,8.400,-0.400,-1.096,-60.000,58.904,0.000,2.945,0.00
3.890,8.000,8.400,-0.400,-1.176,-60.000,58.824,0.000,2.941,0.00
3.900,8.000,8.400,-0.400,-1.256,-60.000,58.744,0.000,2.937,0.00
3.910,8.000,8.400,-0.400,-1.336,-60.000,58.664,0.000,2.933,0.00
3.920,8.000,8.400,-0.400,-1.416,-60.000,58.584,0.000,2.929,0.00
3.930,8.000,8.400,-0.400,-1.496,-60.000,58.504,0.000,2.925,0.00
3.940,8.000,8.390,-0.390,9.926,-58.500,58.426,10.000,2.921,0.00
3.950,8.000,8.390,-0.390,-0.152,-58.500,58.348,0.000,2.917,0.00
3.960,8.000,8.390,-0.390,-0.230,-58.500,58.270,0.000,2.913,0.00
3.970,8.000,8.390,-0.390,-0.308,-58.500,58.192,0.000,2.910,0.00
3.980,8.000,8.390,-0.390,-0.386,-58.500,58.114,0.000,2.906,0.00
3.990,8.000,8.390,-0.390,-0.464,-58.500,58.036,0.000,2.902,0.00
4.000,8.000,8.390,-0.390,-0.542,-58.500,57.958,0.000,2.898,0.00
4.010,8.000,8.390,-0.390,-0.620,-58.500,57.880,0.000,2.894,0.00
4.020,8.000,8.390,-0.390,-0.698,-58.500,57.802,0.000,2.890,0.00
4.030,8.000,8.390,-0.390,-0.776,-58.500,57.724,0.000,2.886,0.00
4.040,8.000,8.390,-0.390,-0.854,-58.500,57.646,0.000,2.882,0.00
4.060,8.000,8.390,-0.390,-0.932,-58.500,57.568,0.000,2.878,0.00
4.070,8.000,8.390,-0.390,-1.010,-58.500,57.490,0.000,2.874,0.00
4.080,8.000,8.390,-0.390,-1.088,-58.500,57.412,0.000,2.871,0.00
4.090,8.000,8.390,-0.390,-1.166,-58.500,57.334,0.000,2.867,0.00
4.100,8.000,8.390,-0.390,-1.244,-58.500,57.256,0.000,2.863,0.00
4.110,8.000,8.390,-0.390,-1.322,-58.500,57.178,0.000,2.859,0.00
4.120,8.000,8.390,-0.390,-1.400,-58.500,57.100,0.000,2.855,0.00
4.130,8.000,8.390,-0.390,-1.478,-58.500,57.022,0.000,2.851,0.00
4.140,8.000,8.390,-0.390,-1.556,-58.500,56.944,0.000,2.847,0.00
4.150,8.000,8.390,-0.390,-1.634,-58.500,56.866,0.000,2.843,0.00
4.160,8.000,8.390,-0.390,-1.712,-58.500,56.788,0.000,2.839,0.00
4.170,8.000,8.380,-0.380,9.712,-57.000,56.712,10.000,2.836,0.00
4.180,8.000,8.390,-0.390,-11.866,-58.500,56.634,-10.000,2.832,0.00
4.190,8.000,8.390,-0.390,-1.944,-58.500,56.556,0.000,2.828,0.00
4.200,8.000,8.380,-0.380,9.480,-57.000,56.480,10.000,2.824,0.00
4.210,8.000,8.380,-0.380,-0.596,-57.000,56.404,0.000,2.820,0.00
4.220,8.000,8.380,-0.380,-0.672,-57.000,56.328,0.000,2.816,0.00
4.230,8.000,8.380,-0.380,-0.748,-57.000,56.252,0.000,2.813,0.00
4.240,8.000,8.380,-0.380,-0.824,-57.000,56.176,0.000,2.809,0.00
4.250,8.000,8.380,-0.380,-0.900,-57.000,56.100,0.000,2.805,0.00
4.260,8.000,8.380,-0.380,-0.976,-57.000,56.024,0.000,2.801,0.00
4.270,8.000,8.380,-0.380,-1.052,-57.000,55.948,0.000,2.797,0.00
4.280,8.000,8.380,-0.380,-1.128,-57.000,55.872,0.000,2.794,0.00
4.290,8.000,8.380,-0.380,-1.204,-57.000,55.796,0.000,2.790,0.00
4.300,8.000,8.380,-0.380,-1.280,-57.000,55.720,0.000,2.786,0.00
4.310,8.000,8.380,-0.380,-1.356,-57.000,55.644,0.000,2.782,0.00
4.320,8.000,8.380,-0.380,-1.432,-57.000,55.568,0.000,2.778,0.00
4.330,8.000,8.380,-0.380,-1.508,-57.000,55.492,0.000,2.775,0.00
4.340,8.000,8.380,-0.380,-1.584,-57.000,55.416,0.000,2.771,0.00
4.350,8.000,8.380,-0.380,-1.660,-57.000,55.340,0.000,2.767,0.00
4.360,8.000,8.380,-0.380,-1.736,-57.000,55.264,0.000,2.763,0.00
4.370,8.000,8.380,-0.380,-1.812,-57.000,55.188,0.000,2.759,0.00
4.380,8.000,8.370,-0.370,9.614,-55.500,55.114,10.000,2.756,0.00
4.390,8.000,8.380,-0.380,-11.962,-57.000,55.038,-10.000,2.752,0.00
4.400,8.000,8.380,-0.380,-2.038,-57.000,54.962,0.000,2.748,0.00
4.410,8.000,8.370,-0.370,9.388,-55.500,54.888,10.000,2.744,0.00
4.420,8.000,8.370,-0.370,-0.686,-55.500,54.814,0.000,2.741,0.00
4.430,8.000,8.370,-0.370,-0.760,-55.500,54.740,0.000,2.737,0.00
4.440,8.000,8.370,-0.370,-0.834,-55.500,54.666,0.000,2.733,0.00
4.450,8.000,8.370,-0.370,-0.908,-55.500,54.592,0.000,2.730,0.00
4.460,8.000,8.370,-0.370,-0.982,-55.500,54.518,0.000,2.726,0.00
4.470,8.000,8.370,-0.370,-1.056,-55.500,54.444,0.000,2.722,0.00
4.480,8.000,8.370,-0.370,-1.130,-55.500,54.370,0.000,2.718,0.00
4.490,8.000,8.370,-0.370,-1.204,-55.500,54.296,0.000,2.715,0.00
4.500,8.000,8.370,-0.370,-1.278,-55.500,54.222,0.000,2.711,0.00
4.510,8.000,8.370,-0.370,-1.352,-55.500,54.148,0.000,2.707,0.00
4.520,8.000,8.370,-0.370,-1.426,-55.500,54.074,0.000,2.704,0.00
4.530,8.000,8.370,-0.370,-1.500,-55.500,54.000,0.000,2.700,0.00
4.540,8.000,8.370,-0.370,-1.574,-55.500,53.926,0.000,2.696,0.00
4.550,8.000,8.370,-0.370,-1.648,-55.500,53.852,0.000,2.693,0.00
4.560,8.000,8.370,-0.370,-1.722,-55.500,53.778,0.000,2.689,0.00
4.570,8.000,8.370,-0.370,-1.796,-55.500,53.704,0.000,2.685,0.00
4.580,8.000,8.370,-0.370,-1.870,-55.500,53.630,0.000,2.681,0.00
4.590,8.000,8.370,-0.370,-1.944,-55.500,53.556,0.000,2.678,0.00
4.600,8.000,8.360,-0.360,9.484,-54.000,53.484,10.000,2.674,0.00
4.610,8.000,8.360,-0.360,-0.588,-54.000,53.412,0.000,2.671,0.00
4.620,8.000,8.360,-0.360,-0.660,-54.000,53.340,0.000,2.667,0.00
4.630,8.000,8.360,-0.360,-0.732,-54.000,53.268,0.000,2.663,0.00
4.640,8.000,8.360,-0.360,-0.804,-54.000,53.196,0.000,2.660,0.00
4.650,8.000,8.360,-0.360,-0.876,-54.000,53.124,0.000,2.656,0.00
4.660,8.000,8.360,-0.360,-0.948,-54.000,53.052,0.000,2.653,0.00
4.670,8.000,8.360,-0.360,-1.020,-54.000,52.980,0.000,2.649,0.00
4.680,8.000,8.360,-0.360,-1.092,-54.000,52.908,0.000,2.645,0.00
4.690,8.000,8.360,-0.360,-1.164,-54.000,52.836,0.000,2.642,0.00
4.700,8.000,8.360,-0.360,-1.236,-54.000,52.764,0.000,2.638,0.00
4.710,8.000,8.360,-0.360,-1.308,-54.000,52.692,0.000,2.635,0.00
4.720,8.000,8.360,-0.360,-1.380,-54.000,52.620,0.000,2.631,0.00
4.730,8.000,8.360,-0.360,-1.452,-54.000,52.548,0.000,2.627,0.00
4.740,8.000,8.360,-0.360,-1.524,-54.000,52.476,0.000,2.624,0.00
4.750,8.000,8.360,-0.360,-1.596,-54.000,52.404,0.000,2.620,0.00
4.760,8.000,8.360,-0.360,-1.668,-54.000,52.332,0.000,2.617,0.00
4.770,8.000,8.360,-0.360,-1.740,-54.000,52.260,0.000,2.613,0.00
4.780,8.000,8.360,-0.360,-1.812,-54.000,52.188,0.000,2.609,0.00
4.790,8.000,8.360,-0.360,-1.884,-54.000,52.116,0.000,2.606,0.00
4.800,8.000,8.360,-0.360,-1.956,-54.000,52.044,0.000,2.602,0.00
4.810,8.000,8.350,-0.350,9.474,-52.500,51.974,10.000,2.599,0.00
4.820,8.000,8.350,-0.350,-0.596,-52.500,51.904,0.000,2.595,0.00
4.830,8.000,8.350,-0.350,-0.666,-52.500,51.834,0.000,2.592,0.00
4.840,8.000,8.350,-0.350,-0.736,-52.500,51.764,0.000,2.588,0.00
4.850,8.000,8.350,-0.350,-0.806,-52.500,51.694,0.000,2.585,0.00
4.860,8.000,8.350,-0.350,-0.876,-52.500,51.624,0.000,2.581,0.00
4.870,8.000,8.350,-0.350,-0.946,-52.500,51.554,0.000,2.578,0.00
4.880,8.000,8.350,-0.350,-1.016,-52.500,51.484,0.000,2.574,0.00
4.890,8.000,8.350,-0.350,-1.086,-52.500,51.414,0.000,2.571,0.00
4.900,8.000,8.350,-0.350,-1.156,-52.500,51.344,0.000,2.567,0.00
4.910,8.000,8.350,-0.350,-1.226,-52.500,51.274,0.000,2.564,0.00
4.920,8.000,8.350,-0.350,-1.296,-52.500,51.204,0.000,2.560,0.00
4.930,8.000,8.350,-0.350,-1.366,-52.500,51.134,0.000,2.557,0.00
4.940,8.000,8.350,-0.350,-1.436,-52.500,51.064,0.000,2.553,0.00
4.950,8.000,8.350,-0.350,-1.506,-52.500,50.994,0.000,2.550,0.00
4.960,8.000,8.350,-0.350,-1.576,-52.500,50.924,0.000,2.546,0.00
4.970,8.000,8.350,-0.350,-1.646,-52.500,50.854,0.000,2.543,0.00
4.980,8.000,8.350,-0.350,-1.716,-52.500,50.784,0.000,2.539,0.00
4.990,8.000,8.350,-0.350,-1.786,-52.500,50.714,0.000,2.536,0.00
5.000,8.000,8.350,-0.350,-1.856,-52.500,50.644,0.000,2.532,12.00
5.010,8.000,8.340,-0.340,9.576,-51.000,50.576,10.000,2.529,12.00
5.020,8.000,8.340,-0.340,-0.492,-51.000,50.508,0.000,2.525,12.00
5.030,8.000,8.350,-0.350,-12.062,-52.500,50.438,-10.000,2.522,12.00
5.040,8.000,8.340,-0.340,9.370,-51.000,50.370,10.000,2.518,12.00
5.050,8.000,8.340,-0.340,-0.698,-51.000,50.302,0.000,2.515,12.00
5.070,8.000,8.340,-0.340,-0.766,-51.000,50.234,0.000,2.512,12.00
5.080,8.000,8.340,-0.340,-0.834,-51.000,50.166,0.000,2.508,12.00
5.090,8.000,8.340,-0.340,-0.902,-51.000,50.098,0.000,2.505,12.00
5.100,8.000,8.340,-0.340,-0.970,-51.000,50.030,0.000,2.501,12.00
5.110,8.000,8.340,-0.340,-1.038,-51.000,49.962,0.000,2.498,12.00
5.120,8.000,8.340,-0.340,-1.106,-51.000,49.894,0.000,2.495,12.00
5.130,8.000,8.340,-0.340,-1.174,-51.000,49.826,0.000,2.491,12.00
5.140,8.000,8.340,-0.340,-1.242,-51.000,49.758,0.000,2.488,12.00
5.150,8.000,8.330,-0.330,10.192,-49.500,49.692,10.000,2.485,12.00
5.160,8.000,8.330,-0.330,0.126,-49.500,49.626,0.000,2.481,12.00
5.170,8.000,8.340,-0.340,-11.442,-51.000,49.558,-10.000,2.478,12.00
5.180,8.000,8.340,-0.340,-1.510,-51.000,49.490,0.000,2.474,12.00
5.190,8.000,8.330,-0.330,9.924,-49.500,49.424,10.000,2.471,12.00
5.200,8.000,8.330,-0.330,-0.142,-49.500,49.358,0.000,2.468,12.00
5.210,8.000,8.330,-0.330,-0.208,-49.500,49.292,0.000,2.465,12.00
5.220,8.000,8.330,-0.330,-0.274,-49.500,49.226,0.000,2.461,12.00
5.230,8.000,8.330,-0.330,-0.340,-49.500,49.160,0.000,2.458,12.00
5.240,8.000,8.330,-0.330,-0.406,-49.500,49.094,0.000,2.455,12.00
5.250,8.000,8.330,-0.330,-0.472,-49.500,49.028,0.000,2.451,12.00
5.260,8.000,8.330,-0.330,-0.538,-49.500,48.962,0.000,2.448,12.00
5.270,8.000,8.330,-0.330,-0.604,-49.500,48.896,0.000,2.445,12.00
5.280,8.000,8.330,-0.330,-0.670,-49.500,48.830,0.000,2.441,12.00
5.290,8.000,8.330,-0.330,-0.736,-49.500,48.764,0.000,2.438,12.00
5.300,8.000,8.330,-0.330,-0.802,-49.500,48.698,0.000,2.435,12.00
5.310,8.000,8.330,-0.330,-0.868,-49.500,48.632,0.000,2.432,12.00
5.320,8.000,8.330,-0.330,-0.934,-49.500,48.566,0.000,2.428,12.00
5.330,8.000,8.330,-0.330,-1.000,-49.500,48.500,0.000,2.425,12.00
5.340,8.000,8.330,-0.330,-1.066,-49.500,48.434,0.000,2.422,12.00
5.350,8.000,8.330,-0.330,-1.132,-49.500,48.368,0.000,2.418,12.00
5.360,8.000,8.330,-0.330,-1.198,-49.500,48.302,0.000,2.415,12.00
5.370,8.000,8.330,-0.330,-1.264,-49.500,48.236,0.000,2.412,12.00
5.380,8.000,8.330,-0.330,-1.330,-49.500,48.170,0.000,2.409,12.00
5.390,8.000,8.330,-0.330,-1.396,-49.500,48.104,0.000,2.405,12.00
5.400,8.000,8.320,-0.320,10.040,-48.000,48.040,10.000,2.402,12.00
5.410,8.000,8.330,-0.330,-11.526,-49.500,47.974,-10.000,2.399,12.00
5.420,8.000,8.330,-0.330,-1.592,-49.500,47.908,0.000,2.395,12.00
5.430,8.000,8.320,-0.320,9.844,-48.000,47.844,10.000,2.392,12.00
5.440,8.000,8.320,-0.320,-0.220,-48.000,47.780,0.000,2.389,12.00
5.450,8.000,8.320,-0.320,-0.284,-48.000,47.716,0.000,2.386,12.00
5.460,8.000,8.320,-0.320,-0.348,-48.000,47.652,0.000,2.383,12.00
5.470,8.000,8.320,-0.320,-0.412,-48.000,47.588,0.000,2.379,12.00
5.480,8.000,8.320,-0.320,-0.476,-48.000,47.524,0.000,2.376,12.00
5.490,8.000,8.320,-0.320,-0.540,-48.000,47.460,0.000,2.373,12.00
5.500,8.000,8.320,-0.320,-0.604,-48.000,47.396,0.000,2.370,12.00
5.510,8.000,8.320,-0.320,-0.668,-48.000,47.332,0.000,2.367,12.00
5.520,8.000,8.320,-0.320,-0.732,-48.000,47.268,0.000,2.363,12.00
5.530,8.000,8.320,-0.320,-0.796,-48.000,47.204,0.000,2.360,12.00
5.540,8.000,8.320,-0.320,-0.860,-48.000,47.140,0.000,2.357,12.00
5.550,8.000,8.320,-0.320,-0.924,-48.000,47.076,0.000,2.354,12.00
5.560,8.000,8.320,-0.320,-0.988,-48.000,47.012,0.000,2.351,12.00
5.570,8.000,8.320,-0.320,-1.052,-48.000,46.948,0.000,2.347,12.00
5.580,8.000,8.320,-0.320,-1.116,-48.000,46.884,0.000,2.344,12.00
5.590,8.000,8.320,-0.320,-1.180,-48.000,46.820,0.000,2.341,12.00
5.600,8.000,8.320,-0.320,-1.244,-48.000,46.756,0.000,2.338,12.00
5.610,8.000,8.320,-0.320,-1.308,-48.000,46.692,0.000,2.335,12.00
5.620,8.000,8.320,-0.320,-1.372,-48.000,46.628,0.000,2.331,12.00
5.630,8.000,8.320,-0.320,-1.436,-48.000,46.564,0.000,2.328,12.00
5.640,8.000,8.310,-0.310,10.002,-46.500,46.502,10.000,2.325,12.00
5.650,8.000,8.320,-0.320,-11.562,-48.000,46.438,-10.000,2.322,12.00
5.660,8.000,8.310,-0.310,9.876,-46.500,46.376,10.000,2.319,12.00
5.670,8.000,8.310,-0.310,-0.186,-46.500,46.314,0.000,2.316,12.00
5.680,8.000,8.310,-0.310,-0.248,-46.500,46.252,0.000,2.313,12.00
5.690,8.000,8.310,-0.310,-0.310,-46.500,46.190,0.000,2.309,12.00
5.700,8.000,8.310,-0.310,-0.372,-46.500,46.128,0.000,2.306,12.00
5.710,8.000,8.310,-0.310,-0.434,-46.500,46.066,0.000,2.303,12.00
5.720,8.000,8.310,-0.310,-0.496,-46.500,46.004,0.000,2.300,12.00
5.730,8.000,8.310,-0.310,-0.558,-46.500,45.942,0.000,2.297,12.00
5.740,8.000,8.310,-0.310,-0.620,-46.500,45.880,0.000,2.294,12.00
5.750,8.000,8.310,-0.310,-0.682,-46.500,45.818,0.000,2.291,12.00
5.760,8.000,8.310,-0.310,-0.744,-46.500,45.756,0.000,2.288,12.00
5.770,8.000,8.310,-0.310,-0.806,-46.500,45.694,0.000,2.285,12.00
5.780,8.000,8.310,-0.310,-0.868,-46.500,45.632,0.000,2.282,12.00
5.790,8.000,8.310,-0.310,-0.930,-46.500,45.570,0.000,2.279,12.00
5.800,8.000,8.310,-0.310,-0.992,-46.500,45.508,0.000,2.275,12.00
5.810,8.000,8.310,-0.310,-1.054,-46.500,45.446,0.000,2.272,12.00
5.820,8.000,8.310,-0.310,-1.116,-46.500,45.384,0.000,2.269,12.00
5.830,8.000,8.310,-0.310,-1.178,-46.500,45.322,0.000,2.266,12.00
5.840,8.000,8.310,-0.310,-1.240,-46.500,45.260,0.000,2.263,12.00
5.850,8.000,8.310,-0.310,-1.302,-46.500,45.198,0.000,2.260,12.00
5.860,8.000,8.310,-0.310,-1.364,-46.500,45.136,0.000,2.257,12.00
5.870,8.000,8.310,-0.310,-1.426,-46.500,45.074,0.000,2.254,12.00
5.880,8.000,8.310,-0.310,-1.488,-46.500,45.012,0.000,2.251,12.00
5.890,8.000,8.310,-0.310,-1.550,-46.500,44.950,0.000,2.248,12.00
5.900,8.000,8.300,-0.300,9.890,-45.000,44.890,10.000,2.245,12.00
5.910,8.000,8.310,-0.310,-11.672,-46.500,44.828,-10.000,2.241,12.00
5.920,8.000,8.310,-0.310,-1.734,-46.500,44.766,0.000,2.238,12.00
5.930,8.000,8.300,-0.300,9.706,-45.000,44.706,10.000,2.235,12.00
5.940,8.000,8.300,-0.300,-0.354,-45.000,44.646,0.000,2.232,12.00
5.950,8.000,8.300,-0.300,-0.414,-45.000,44.586,0.000,2.229,12.00
5.960,8.000,8.300,-0.300,-0.474,-45.000,44.526,0.000,2.226,12.00
5.970,8.000,8.300,-0.300,-0.534,-45.000,44.466,0.000,2.223,12.00
5.980,8.000,8.300,-0.300,-0.594,-45.000,44.406,0.000,2.220,12.00
5.990,8.000,8.300,-0.300,-0.654,-45.000,44.346,0.000,2.217,12.00
6.000,8.000,8.300,-0.300,-0.714,-45.000,44.286,0.000,2.214,12.00
6.010,8.000,8.300,-0.300,-0.774,-45.000,44.226,0.000,2.211,12.00
6.020,8.000,8.300,-0.300,-0.834,-45.000,44.166,0.000,2.208,12.00
6.030,8.000,8.300,-0.300,-0.894,-45.000,44.106,0.000,2.205,12.00
6.040,8.000,8.300,-0.300,-0.954,-45.000,44.046,0.000,2.202,12.00
6.050,8.000,8.300,-0.300,-1.014,-45.000,43.986,0.000,2.199,12.00
6.060,8.000,8.300,-0.300,-1.074,-45.000,43.926,0.000,2.196,12.00
6.080,8.000,8.300,-0.300,-1.134,-45.000,43.866,0.000,2.193,12.00
6.090,8.000,8.300,-0.300,-1.194,-45.000,43.806,0.000,2.190,12.00
6.100,8.000,8.300,-0.300,-1.254,-45.000,43.746,0.000,2.187,12.00
6.110,8.000,8.300,-0.300,-1.314,-45.000,43.686,0.000,2.184,12.00
6.120,8.000,8.300,-0.300,-1.374,-45.000,43.626,0.000,2.181,12.00
6.130,8.000,8.290,-0.290,10.068,-43.500,43.568,10.000,2.178,12.00
6.140,8.000,8.300,-0.300,-11.492,-45.000,43.508,-10.000,2.175,12.00
6.150,8.000,8.300,-0.300,-1.552,-45.000,43.448,0.000,2.172,12.00
6.160,8.000,8.290,-0.290,9.890,-43.500,43.390,10.000,2.170,12.00
6.170,8.000,8.290,-0.290,-0.168,-43.500,43.332,0.000,2.167,12.00
6.180,8.000,8.290,-0.290,-0.226,-43.500,43.274,0.000,2.164,12.00
6.190,8.000,8.290,-0.290,-0.284,-43.500,43.216,0.000,2.161,12.00
6.200,8.000,8.290,-0.290,-0.342,-43.500,43.158,0.000,2.158,12.00
6.210,8.000,8.290,-0.290,-0.400,-43.500,43.100,0.000,2.155,12.00
6.220,8.000,8.290,-0.290,-0.458,-43.500,43.042,0.000,2.152,12.00
6.230,8.000,8.290,-0.290,-0.516,-43.500,42.984,0.000,2.149,12.00
6.240,8.000,8.290,-0.290,-0.574,-43.500,42.926,0.000,2.146,12.00
6.250,8.000,8.290,-0.290,-0.632,-43.500,42.868,0.000,2.143,12.00
6.260,8.000,8.290,-0.290,-0.690,-43.500,42.810,0.000,2.141,12.00
6.270,8.000,8.290,-0.290,-0.748,-43.500,42.752,0.000,2.138,12.00
6.280,8.000,8.290,-0.290,-0.806,-43.500,42.694,0.000,2.135,12.00
6.290,8.000,8.290,-0.290,-0.864,-43.500,42.636,0.000,2.132,12.00
6.300,8.000,8.290,-0.290,-0.922,-43.500,42.578,0.000,2.129,12.00
6.310,8.000,8.290,-0.290,-0.980,-43.500,42.520,0.000,2.126,12.00
6.320,8.000,8.290,-0.290,-1.038,-43.500,42.462,0.000,2.123,12.00
6.330,8.000,8.290,-0.290,-1.096,-43.500,42.404,0.000,2.120,12.00
6.340,8.000,8.290,-0.290,-1.154,-43.500,42.346,0.000,2.117,12.00
6.350,8.000,8.290,-0.290,-1.212,-43.500,42.288,0.000,2.114,12.00
6.360,8.000,8.290,-0.290,-1.270,-43.500,42.230,0.000,2.112,12.00
6.370,8.000,8.290,-0.290,-1.328,-43.500,42.172,0.000,2.109,12.00
6.380,8.000,8.280,-0.280,10.116,-42.000,42.116,10.000,2.106,12.00
6.390,8.000,8.280,-0.280,0.060,-42.000,42.060,0.000,2.103,12.00
6.400,8.000,8.290,-0.290,-11.498,-43.500,42.002,-10.000,2.100,12.00
6.410,8.000,8.290,-0.290,-1.556,-43.500,41.944,0.000,2.097,12.00
6.420,8.000,8.280,-0.280,9.888,-42.000,41.888,10.000,2.094,12.00
6.430,8.000,8.280,-0.280,-0.168,-42.000,41.832,0.000,2.092,12.00
6.440,8.000,8.280,-0.280,-0.224,-42.000,41.776,0.000,2.089,12.00
6.450,8.000,8.280,-0.280,-0.280,-42.000,41.720,0.000,2.086,12.00
6.460,8.000,8.280,-0.280,-0.336,-42.000,41.664,0.000,2.083,12.00
6.470,8.000,8.280,-0.280,-0.392,-42.000,41.608,0.000,2.080,12.00
6.480,8.000,8.280,-0.280,-0.448,-42.000,41.552,0.000,2.078,12.00
6.490,8.000,8.280,-0.280,-0.504,-42.000,41.496,0.000,2.075,12.00
6.500,8.000,8.280,-0.280,-0.560,-42.000,41.440,0.000,2.072,12.00
6.510,8.000,8.280,-0.280,-0.616,-42.000,41.384,0.000,2.069,12.00
6.520,8.000,8.280,-0.280,-0.672,-42.000,41.328,0.000,2.066,12.00
6.530,8.000,8.280,-0.280,-0.728,-42.000,41.272,0.000,2.064,12.00
6.540,8.000,8.280,-0.280,-0.784,-42.000,41.216,0.000,2.061,12.00
6.550,8.000,8.280,-0.280,-0.840,-42.000,41.160,0.000,2.058,12.00
6.560,8.000,8.280,-0.280,-0.896,-42.000,41.104,0.000,2.055,12.00
6.570,8.000,8.280,-0.280,-0.952,-42.000,41.048,0.000,2.052,12.00
6.580,8.000,8.280,-0.280,-1.008,-42.000,40.992,0.000,2.050,12.00
